1.298770606517791748e-01,2.040830552577972412e-01,2.625591680407524109e-02,5.114610493183135986e-02,1.758065521717071533e-01,5.504345148801803589e-02,8.793609589338302612e-02,2.698518037796020508e-01
1.382593996822834015e-02,6.812125444412231445e-02,7.178527712821960449e-01,4.611396417021751404e-02,7.069523632526397705e-02,1.983492076396942139e-02,1.235566288232803345e-02,5.120018869638442993e-02
1.142562553286552429e-01,2.166653871536254883e-01,3.666957840323448181e-02,5.641746520996093750e-02,1.808292567729949951e-01,5.845354497432708740e-02,7.286554574966430664e-02,2.638429105281829834e-01
1.440172493457794189e-01,1.941311657428741455e-01,2.428583428263664246e-02,4.764985665678977966e-02,1.694830060005187988e-01,5.276390537619590759e-02,1.030799597501754761e-01,2.645889222621917725e-01
1.048547178506851196e-01,2.166318893432617188e-01,5.463979020714759827e-02,6.320209801197052002e-02,1.824582666158676147e-01,6.125919148325920105e-02,6.853933632373809814e-02,2.484147399663925171e-01
1.305882930755615234e-01,2.080789506435394287e-01,2.113761380314826965e-02,4.751659557223320007e-02,1.743909716606140137e-01,5.517511069774627686e-02,8.285506814718246460e-02,2.802574038505554199e-01
1.616692841053009033e-01,1.825170814990997314e-01,1.529862172901630402e-02,3.793366253376007080e-02,1.648578792810440063e-01,4.777188971638679504e-02,1.183773279190063477e-01,2.715742886066436768e-01
9.551052004098892212e-02,2.244208306074142456e-01,6.109654530882835388e-02,6.345266848802566528e-02,1.834924519062042236e-01,6.199242547154426575e-02,6.110974028706550598e-02,2.489248514175415039e-01
1.172667890787124634e-01,2.098639011383056641e-01,3.982388973236083984e-02,5.772223696112632751e-02,1.802545189857482910e-01,5.864922329783439636e-02,7.938770949840545654e-02,2.570316791534423828e-01
7.825903594493865967e-02,2.157320380210876465e-01,1.133197769522666931e-01,7.360837608575820923e-02,1.946822404861450195e-01,5.867150053381919861e-02,5.182077735662460327e-02,2.139062732458114624e-01
9.481664746999740601e-02,2.162510603666305542e-01,7.923583686351776123e-02,6.862606853246688843e-02,1.841507554054260254e-01,6.078689172863960266e-02,6.626462191343307495e-02,2.298680543899536133e-01
1.122151240706443787e-01,2.206083834171295166e-01,3.368650004267692566e-02,5.407688394188880920e-02,1.794977933168411255e-01,5.949857458472251892e-02,6.927499175071716309e-02,2.711417973041534424e-01
1.000321283936500549e-01,2.234825342893600464e-01,5.603770539164543152e-02,6.220881640911102295e-02,1.809637248516082764e-01,6.275455653667449951e-02,6.254581362009048462e-02,2.519746720790863037e-01
1.065432652831077576e-01,2.187394946813583374e-01,4.647492617368698120e-02,6.050330772995948792e-02,1.832414865493774414e-01,6.073231995105743408e-02,6.705062091350555420e-02,2.567145526409149170e-01
6.451191753149032593e-02,2.063474506139755249e-01,1.717577278614044189e-01,7.546858489513397217e-02,1.903062313795089722e-01,5.558058992028236389e-02,4.514576867222785950e-02,1.908818334341049194e-01
1.031414568424224854e-01,2.131395787000656128e-01,6.951330602169036865e-02,6.745611131191253662e-02,1.818797439336776733e-01,6.062668189406394958e-02,7.169018685817718506e-02,2.325528711080551147e-01
1.307363510131835938e-01,2.035367488861083984e-01,2.855194360017776489e-02,5.212127789855003357e-02,1.744989901781082153e-01,5.635679140686988831e-02,8.854494988918304443e-02,2.656528651714324951e-01
1.231559664011001587e-01,2.137742936611175537e-01,2.332891896367073059e-02,4.820308834314346313e-02,1.749194115400314331e-01,5.635725334286689758e-02,7.715435326099395752e-02,2.831066548824310303e-01
1.271810382604598999e-01,2.094818949699401855e-01,2.600068598985671997e-02,5.142545700073242188e-02,1.765401065349578857e-01,5.627384036779403687e-02,8.171826601028442383e-02,2.713787257671356201e-01
1.197890266776084900e-01,2.172217667102813721e-01,2.507810480892658234e-02,4.943053796887397766e-02,1.766774505376815796e-01,5.738915503025054932e-02,7.344835251569747925e-02,2.809656560420989990e-01
7.907065004110336304e-02,2.232924550771713257e-01,1.052995398640632629e-01,7.054143399000167847e-02,1.823737025260925293e-01,6.385467201471328735e-02,5.151718854904174805e-02,2.240502983331680298e-01
1.804060302674770355e-02,8.436696976423263550e-02,6.493356823921203613e-01,5.335971713066101074e-02,8.869866281747817993e-02,2.397044189274311066e-02,1.593844406306743622e-02,6.628953665494918823e-02
